"ID_INDIVIDU","POSTE","MOIS_NAISSANCE","NATIONALITE","CF_AGREE","POLE_ESPOIR","NB_PALMARES","exp","Anthropometrie","Detente_horizontale","Vitesse_lineaire","Vivacite","Jeux_reduits","Match","Conduite_de_balle","Gardiens_de_but","Jonglerie_en_mouvement","Vitesse_max_aerobie","NB_BUT_PAR_MIN_JOUE_PAR_SAISON","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON","NB_CLUB","TOP_50","TOP_50_150","top_restant","France U16","France U17","France U18","France U19","France U20","France U21","U16_NB_BUT","U16_NB_MATCH_JOUE","U16_NB_MIN_JOUE","U16_TITULARISATION","U17_NB_BUT","U17_NB_MATCH_JOUE","U17_NB_MIN_JOUE","U17_TITULARISATION","U18_NB_BUT","U18_NB_MATCH_JOUE","U18_NB_MIN_JOUE","U18_TITULARISATION","U19_NB_BUT","U19_NB_MATCH_JOUE","U19_NB_MIN_JOUE","U19_TITULARISATION","U20_NB_BUT","U20_NB_MATCH_JOUE","U20_NB_MIN_JOUE","U20_TITULARISATION","U21_NB_BUT","U21_NB_MATCH_JOUE","U21_NB_MIN_JOUE","U21_TITULARISATION","Y"
3086,"Attaquant",3,"France","CFM - CENTRE DE FORMATION EN AVANT GUINGAMP","PEM - PEM SAINT-SEBASTIEN SUR LOIRE",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00065,7.69,3,"0","0","0",1,1,0,0,0,0,2,6,289,4,NA,2,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3087,"Gardien de But",7,"France","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8.72,5,"1","0","1",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
3088,"Attaquant",1,"France","CFM - CENTRE DE FORMATION EN AVANT GUINGAMP","aucun",0,1,10.73,11.65,12.56,11.65,10.73,10.73,12.56,11.65,11.65,10.73,0.00068,16.88,2,"0","1","0",0,1,1,0,0,0,NA,NA,NA,NA,NA,3,114,1,1,3,141,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3094,"Milieu",9,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e-05,9.02,3,"0","1","1",0,1,0,1,1,1,NA,NA,NA,NA,NA,4,223,2,NA,NA,NA,NA,1,15,900,10,2,3,190,2,NA,2,18,NA,0
3098,"Milieu",2,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-05,8.63,6,"1","0","1",0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,66,1,NA,NA,NA,NA,0
3102,"Milieu",2,"Comores","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","PEM - PEM AIX EN PROVENCE",0,0,14.61,11.84,9.48,11.84,11.84,11.84,9.48,11.84,11.84,13.41,1e-05,9.43,3,"0","1","1",1,1,1,0,0,0,NA,3,199,2,NA,4,150,1,NA,2,101,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3103,"Attaquant",12,"France","aucun","PEM - PEM CLAIREFONTAINE",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00024,11.91,5,"0","1","1",0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3104,"Milieu",2,"Burkina Faso","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","PEM - PEM AIX EN PROVENCE",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-05,7.22,7,"1","1","1",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,19,NA,0
3112,"Milieu",2,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00036,8.92,3,"0","1","1",0,1,0,0,0,0,NA,NA,NA,NA,NA,1,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3114,"Milieu",7,"Cameroun","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,5.45,6,"0","1","1",0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,29,NA,NA,2,56,NA,2,5,326,3,9,15,1103,13,1
3115,"Defenseur",7,"France","CFM - CENTRE DE FORMATION F.C. METZ","aucun",0,1,12.84,13.54,14.42,13.54,14.86,14.86,14.42,13.54,13.54,12.84,9e-05,11.52,2,"0","0","1",0,1,0,0,0,0,NA,NA,NA,NA,NA,1,46,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3117,"Attaquant",7,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00042,5.34,3,"0","1","0",1,1,1,1,0,0,3,4,107,1,NA,2,36,NA,2,5,284,4,NA,4,91,1,NA,NA,NA,NA,NA,NA,NA,NA,0
3118,"Attaquant",7,"France","aucun","aucun",4,1,14.56,14.56,14.56,14.56,14.56,14.56,NA,NA,NA,NA,4e-04,8.55,4,"1","1","1",0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,11,583,6,2,16,1147,15,6,10,805,9,NA,12,856,11,1
3135,"Milieu",1,"France","CFM - CENTRE DE FORMATION F.C. NANTES","PEM - PEM SAINT-SEBASTIEN SUR LOIRE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-05,8.08,3,"0","1","0",1,1,1,1,1,0,NA,7,397,5,NA,7,604,7,NA,5,309,4,NA,3,186,2,NA,3,206,2,NA,NA,NA,NA,0
3136,"Milieu",5,"Maroc","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00023,9.18,3,"0","1","1",0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,56,NA,NA,6,127,1,0
3139,"Defenseur",2,"Togo","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e-05,9.76,6,"1","1","1",1,1,1,0,0,0,1,8,537,7,NA,3,270,3,NA,5,404,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3141,"Milieu",2,"France","aucun","aucun",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.5,3,"1","0","0",1,1,1,1,0,0,5,16,1005,13,1,12,839,10,4,6,373,5,NA,3,76,1,NA,NA,NA,NA,NA,NA,NA,NA,0
3148,"Milieu",5,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-05,7.14,4,"0","0","1",0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,6,353,4,NA,14,897,10,NA,NA,NA,NA,NA,NA,NA,NA,0
3152,"Attaquant",3,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3153,"Defenseur",11,"Martinique","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","PEM - PEM CLAIREFONTAINE",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-04,11.67,3,"0","1","1",0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,110,1,NA,4,295,4,NA,NA,NA,NA,0
3156,"Attaquant",1,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM PLOUFRAGAN",2,0,NA,14.3,14.3,14.3,NA,NA,14.3,14.3,14.3,NA,0.00031,8.28,4,"1","0","0",1,1,1,0,0,0,5,16,981,11,NA,13,690,7,NA,6,290,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3160,"Defenseur",2,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-05,5.81,7,"1","0","1",0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,558,7,NA,1,59,1,0
3164,"Milieu",6,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","PEM - PEM AIX EN PROVENCE",0,0,15.14,13.83,13.03,13.83,13.83,13.83,13.03,13.83,13.83,14.91,2e-05,9.3,4,"1","1","1",1,0,0,0,0,0,NA,5,301,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3167,"Defenseur",3,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","PEM - PEM CASTELMAUROU",0,0,16.67,15.42,14.48,15.42,15.68,15.68,14.48,15.42,15.42,16.67,2e-05,11.66,3,"0","0","1",0,1,0,0,0,0,NA,NA,NA,NA,NA,1,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3171,"Defenseur",4,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e-05,10.49,2,"0","1","0",1,0,0,0,0,0,NA,2,111,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3175,"Milieu",4,"Iraq","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM PLOUFRAGAN",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00016,6.5,5,"1","0","1",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3176,"Defenseur",3,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,7.6,3,"0","1","1",0,1,1,0,1,1,NA,NA,NA,NA,NA,6,540,6,NA,8,449,4,NA,NA,NA,NA,NA,1,90,1,NA,2,97,1,0
3178,"Defenseur",8,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","PEM - PEM AIX EN PROVENCE",0,0,15.23,13.64,12.32,13.64,14.37,14.37,12.32,13.43,13.43,15.23,3e-05,9.46,2,"1","0","0",1,0,0,0,0,0,NA,3,125,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3187,"Attaquant",9,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00052,8.15,7,"1","1","1",0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,183,1,NA,3,225,2,NA,NA,NA,NA,0
3201,"Milieu",1,"France","CFM - CENTRE DE FORMATION A.C. AJACCIEN","PEM - PEM AJACCIO",0,1,NA,13.46,13.46,13.46,NA,NA,13.46,13.46,13.46,NA,0.00031,5.96,4,"1","1","1",0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,178,3,NA,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3213,"Defenseur",1,"Sénégal","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00011,13.57,2,"1","0","0",0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,90,1,NA,NA,NA,NA,0
3226,"Defenseur",6,"France","aucun","aucun",2,1,9.46,13.86,14.96,13.86,14.96,14.96,14.96,13.86,13.86,9.46,0.00012,8.06,3,"1","1","0",1,1,1,0,1,1,4,11,841,8,NA,18,1594,18,1,12,909,10,NA,NA,NA,NA,1,10,790,10,1,1,76,1,0
3236,"Attaquant",5,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00057,7.18,7,"0","1","1",1,1,1,0,1,0,4,8,437,4,2,17,885,10,3,5,204,2,NA,NA,NA,NA,NA,2,73,1,NA,NA,NA,NA,0
3241,"Attaquant",7,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,0,NA,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,NA,6e-04,5.46,4,"0","1","1",0,1,1,1,0,0,NA,NA,NA,NA,NA,6,288,2,2,5,266,3,1,10,356,4,NA,NA,NA,NA,NA,NA,NA,NA,0
3254,"Defenseur",7,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,208,1,NA,NA,NA,NA,NA,NA,NA,NA,0
3257,"Defenseur",1,"Comores","CFM - CENTRE DE FORMATION ANGERS S.C.O.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8.81,6,"1","0","1",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,270,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3264,"Gardien de But",2,"France","aucun","PEM - PEM CLAIREFONTAINE",7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8.31,5,"1","0","1",0,1,1,1,1,1,NA,NA,NA,NA,NA,10,900,10,NA,4,360,4,NA,8,750,8,NA,16,1470,16,NA,9,810,9,1
3279,"Milieu",6,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","PEM - PEM CLAIREFONTAINE",0,1,NA,10.93,10.93,10.93,10.93,10.93,10.93,10.93,10.93,NA,9e-05,8.75,3,"0","1","1",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,217,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3280,"Attaquant",6,"France","CFM - CENTRE DE FORMATION ST DE REIMS","PEM - PEM GUADELOUPE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00049,17.3,2,"0","0","1",1,0,0,0,0,0,NA,8,359,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3281,"Defenseur",3,"France","CFM - CENTRE DE FORMATION F.C. METZ","aucun",1,1,NA,16.7,16.7,16.7,NA,NA,16.7,16.7,16.7,NA,7e-05,10.41,3,"0","0","1",1,1,1,0,0,0,NA,12,790,9,NA,16,1359,15,NA,10,801,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3283,"Defenseur",3,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-05,8.09,5,"1","1","1",1,0,0,1,0,0,NA,2,87,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,0
3291,"Attaquant",1,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM CLAIREFONTAINE",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00043,6.18,3,"1","0","1",0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,6,411,4,NA,15,1145,13,2,12,833,10,NA,NA,NA,NA,0
3296,"Defenseur",8,"France","CFM - CENTRE DE FORMATION NIMES OLYMPIQUE","aucun",0,0,NA,16.82,16.82,16.82,NA,NA,16.82,16.82,16.82,NA,6e-05,11.02,5,"1","1","1",1,0,0,0,0,0,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3311,"Defenseur",6,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-05,9.65,3,"1","1","0",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
3321,"Milieu",2,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","PEM - PEM DIJON",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,7.95,7,"1","0","0",1,1,1,1,0,0,NA,11,560,8,NA,2,96,1,NA,1,28,NA,NA,2,180,2,NA,NA,NA,NA,NA,NA,NA,NA,0
3331,"Milieu",4,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","PEM - PEM DIJON",1,0,14.73,14.68,12.91,14.68,15.61,15.61,14.58,16.1,16.1,17.62,0.00019,7.91,3,"0","0","1",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,411,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3335,"Milieu",11,"France","aucun","aucun",0,0,14.39,14.31,14.27,14.31,14.31,14.31,14.27,14.31,14.31,14.39,0.00033,8.31,3,"0","0","1",1,0,0,0,0,0,NA,2,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3342,"Defenseur",2,"France","CFM - CENTRE DE FORMATION R.C. STRASBOURG ALSACE","PEM - PEM DIJON",0,0,19.32,19.32,NA,19.32,17.41,17.41,NA,19.32,19.32,19.32,3e-05,10.89,5,"0","0","1",0,1,0,0,0,0,NA,NA,NA,NA,NA,8,443,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3349,"Attaquant",6,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00031,6.57,6,"1","1","1",0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,103,1,NA,NA,NA,NA,0
3350,"Defenseur",1,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,1,NA,18.29,18.29,18.29,18.65,18.65,18.29,18.29,18.29,NA,0,13.33,4,"0","1","1",1,0,0,0,0,0,NA,5,210,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3358,"Defenseur",1,"Mauritanie","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8.99,6,"0","0","1",0,1,1,0,0,0,NA,NA,NA,NA,NA,7,374,4,NA,7,245,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3363,"Milieu",7,"Cameroun","CFM - CENTRE DE FORMATION F.C. METZ","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00014,7.45,6,"1","1","1",1,1,1,1,1,0,NA,6,291,4,NA,3,132,1,NA,5,373,4,NA,13,1081,13,NA,8,645,8,NA,NA,NA,NA,0
3364,"Milieu",12,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00011,7.18,5,"1","1","1",0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,151,1,NA,NA,NA,NA,0
3378,"Defenseur",11,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-05,8.56,3,"1","1","0",0,1,1,1,1,1,NA,NA,NA,NA,NA,3,270,3,NA,5,369,4,NA,16,1129,14,NA,10,617,5,NA,5,428,5,0
3385,"Attaquant",2,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","PEM - PEM NANCY",0,0,18.45,18.1,17.94,18.1,17.46,17.46,17.81,18.03,18.03,18.62,0.00048,8.76,3,"0","0","1",0,1,0,0,0,0,NA,NA,NA,NA,NA,2,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3403,"Milieu",2,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00017,8.41,5,"0","0","1",1,0,1,1,0,0,1,6,318,3,NA,NA,NA,NA,1,6,334,4,NA,9,738,8,NA,NA,NA,NA,NA,NA,NA,NA,0
3406,"Defenseur",7,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00038,7.29,3,"0","1","0",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3415,"Defenseur",1,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",3,1,NA,NA,NA,NA,11.67,11.67,10,NA,NA,NA,9e-05,9.97,2,"0","0","1",1,1,1,0,0,0,NA,1,90,1,NA,1,44,NA,NA,7,413,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3417,"Gardien de But",1,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,0,NA,4.35,4.35,4.35,NA,NA,4.35,4.35,4.35,NA,0,6.36,2,"1","0","0",1,1,0,1,1,0,NA,2,126,1,NA,4,319,3,NA,NA,NA,NA,NA,1,90,1,NA,1,90,1,NA,NA,NA,NA,0
3423,"Milieu",6,"France","CFM - CENTRE DE FORMATION CLERMONT FOOT 63","aucun",0,0,NA,8.34,10.21,8.34,NA,NA,10.21,8.34,8.34,NA,0.00013,9.9,4,"0","0","1",1,0,0,0,0,0,NA,2,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3427,"Defenseur",11,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","PEM - PEM NANCY",0,1,10.19,10.19,18.53,10.19,18.9,18.9,18.53,10.19,10.19,10.19,9e-05,9.97,5,"1","1","0",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,85,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3438,"Milieu",6,"Cameroun","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00022,5.99,3,"1","0","1",0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,118,1,NA,NA,NA,NA,NA,NA,NA,NA,0
3442,"Defenseur",9,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e-05,7.81,4,"1","1","0",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,NA,1
3445,"Milieu",5,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","PEM - PEM NANCY",1,1,NA,17.65,17.65,17.65,NA,NA,17.65,17.65,17.65,NA,6e-05,7.87,5,"0","0","1",1,1,0,0,0,0,NA,10,709,8,NA,12,938,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3446,"Defenseur",12,"France","aucun","aucun",0,1,18.13,14.32,11.47,14.32,14.41,14.41,11.47,14.32,14.32,18.13,4e-05,5.5,6,"0","0","1",1,0,0,0,0,0,NA,2,91,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3447,"Defenseur",4,"France","CFM - CENTRE DE FORMATION ST. BRESTOIS 29","PEM - PEM PLOUFRAGAN",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-05,9.75,5,"1","0","1",1,0,0,0,0,0,NA,8,409,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3451,"Defenseur",9,"France","aucun","aucun",8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-05,5.04,3,"1","0","0",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
3455,"Defenseur",1,"France","CFM - CENTRE DE FORMATION EN AVANT GUINGAMP","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-05,9.22,7,"0","1","1",0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,136,2,NA,NA,NA,NA,0
3458,"Attaquant",2,"France","CFM - CENTRE DE FORMATION ST. BRESTOIS 29","aucun",0,0,NA,15,15,15,15,15,15,15.04,15.04,NA,0.00034,7.51,7,"1","0","1",1,0,0,0,0,0,NA,2,66,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3465,"Attaquant",10,"France","CFM - CENTRE DE FORMATION DIJON FOOTBALL CÔTE D'OR","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00031,10.68,4,"0","0","1",0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,92,1,NA,NA,NA,NA,0
3466,"Defenseur",2,"France","aucun","aucun",6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-05,4.94,4,"1","0","1",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,1254,14,1
3470,"Attaquant",6,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00099,10.95,3,"1","1","1",0,1,0,0,0,0,NA,NA,NA,NA,NA,7,349,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3489,"Attaquant",8,"France","CFM - ACADEMY AS MONACO FC","aucun",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00057,4.87,6,"1","1","1",0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,3,237,3,NA,NA,NA,NA,2,7,409,4,NA,NA,NA,NA,0
